Suma de Dias_Retraso,Estado_Pago,Año,Trimestre,Mes,Día,ID_Contrato,ID_Pago,Suma de Importe_Pagado,Metodo_Pago
0,Pagado,2024,Qtr 1,enero,5,CT0125,PG01843,1750 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0128,PG01922,1470 €,Transferencia
0,Pagado,2024,Qtr 1,enero,5,CT0130,PG01955,730 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0132,PG02006,2090 €,Efectivo
0,Pagado,2024,Qtr 1,enero,5,CT0135,PG02058,760 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,0012,PG00204,800 €,Transferencia
0,Pagado,2024,Qtr 1,febrero,5,CT0002,PG00032,620 €,Transferencia
0,Pagado,2024,Qtr 1,febrero,5,CT0004,PG00065,1410 €,Transferencia
0,Pagado,2024,Qtr 1,febrero,5,CT0008,PG00128,1450 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,ct0009,PG00173,580 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,CT0015,PG00274,910 €,Transferencia
99,Pagado,2024,Qtr 1,febrero,5,CT0020,PG00316,720 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,CT0025,PG00403,1860 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,CT0031,PG00472,470 €,Recibo
0,Pagado,2024,Qtr 1,febrero,5,CT0036,PG00546,1200 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0038,PG00560,920 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0040,PG00592,1110 €,Recibo
0,Pagado,2024,Qtr 1,febrero,5,CT0042,PG00623,2710 €,Transferencia
0,Pagado,2024,Qtr 1,febrero,5,CT0043,PG00632,1090 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,CT0046,PG00680,480 €,Bizum
0,Pagado,2024,Qtr 1,febrero,5,CT0049,PG00754,2090 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0050,PG00767,750 €,Bizum
0,Pagado,2024,Qtr 1,febrero,5,CT0052,PG00823,2170 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0053,PG00844,960 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,CT0061,PG00939,1440 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,CT0063,PG00983,720 €,Bizum
0,Pagado,2024,Qtr 1,febrero,5,CT0069,PG01048,1490 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0070,PG01089,650 €,Recibo
0,Pagado,2024,Qtr 1,febrero,5,CT0079,PG01183,460 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0084,PG01272,1950 €,Recibo
0,Pagado,2024,Qtr 1,febrero,5,CT0086,PG01296,490 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,CT0090,PG01351,1230 €,Bizum
0,Pagado,2024,Qtr 1,febrero,5,CT0092,PG01404,980 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,CT0096,PG01470,2000 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0100,PG01509,2990 €,Domiciliación
0,Pagado,2024,Qtr 1,febrero,5,CT0105,PG01586,890 €,Transferencia
0,Pagado,2024,Qtr 1,febrero,5,CT0108,PG01637,1420 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0110,PG01673,2220 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0111,PG01692,1020 €,Transferencia
0,Pagado,2024,Qtr 1,febrero,5,CT0118,PG01769,670 €,Bizum
0,Pagado,2024,Qtr 1,febrero,5,CT0125,PG01844,1750 €,Bizum
0,Pagado,2024,Qtr 1,febrero,5,CT0127,PG01887,1610 €,Bizum
0,Pagado,2024,Qtr 1,febrero,5,CT0128,PG01923,1470 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0130,PG01956,730 €,Recibo
0,Pagado,2024,Qtr 1,febrero,5,CT0131,PG01993,470 €,Transferencia
0,Pagado,2024,Qtr 1,febrero,5,CT0132,PG02007,2090 €,Bizum
0,Pagado,2024,Qtr 1,febrero,5,CT0140,PG02105,1070 €,Efectivo
0,Pagado,2024,Qtr 1,febrero,5,CT0149,PG02213,2320 €,Efectivo
0,Pagado,2024,Qtr 1,marzo,5,CT0002,PG00033,620 €,Bizum
0,Pagado,2024,Qtr 1,marzo,5,CT0004,PG00066,1410 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0008,PG00129,1450 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,ct0009,PG00174,580 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0011,PG00182,690 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0020,PG00317,720 €,Efectivo
0,Pagado,2024,Qtr 1,marzo,5,CT0025,PG00404,1860 €,Bizum
0,Pagado,2024,Qtr 1,marzo,5,CT0031,PG00473,470 €,Bizum
0,Pagado,2024,Qtr 1,marzo,5,CT0038,PG00561,920 €,Efectivo
0,Pagado,2024,Qtr 1,marzo,5,CT0040,PG00593,1110 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0041,PG00594,2670 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0043,PG00633,1090 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0046,PG00681,480 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0049,PG00755,2090 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0051,PG00790,520 €,Bizum
0,Pagado,2024,Qtr 1,marzo,5,CT0053,PG00845,960 €,Recibo
0,Pagado,2024,Qtr 1,marzo,5,CT0057,PG00886,1500 €,Recibo
0,Pagado,2024,Qtr 1,marzo,5,CT0058,PG00903,1410 €,Efectivo
0,Pagado,2024,Qtr 1,marzo,5,CT0061,PG00940,1440 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0063,PG00984,720 €,Efectivo
0,Pagado,2024,Qtr 1,marzo,5,CT0069,PG01049,1490 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0070,PG01090,650 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0079,PG01184,460 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0084,PG01273,1950 €,Bizum
0,Pagado,2024,Qtr 1,marzo,5,CT0086,PG01297,490 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0090,PG01352,1230 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0091,PG01377,950 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0092,PG01405,980 €,Efectivo
0,Pagado,2024,Qtr 1,marzo,5,CT0100,PG01510,2990 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0105,PG01587,890 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0110,PG01674,2220 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0118,PG01770,670 €,Domiciliación
0,Pagado,2024,Qtr 1,marzo,5,CT0122,PG01800,2670 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0125,PG01845,1750 €,Bizum
0,Pagado,2024,Qtr 1,marzo,5,CT0127,PG01888,1610 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0128,PG01924,1470 €,Bizum
0,Pagado,2024,Qtr 1,marzo,5,CT0130,PG01957,730 €,Efectivo
0,Pagado,2024,Qtr 1,marzo,5,CT0131,PG01994,470 €,Transferencia
0,Pagado,2024,Qtr 1,marzo,5,CT0132,PG02008,2090 €,Bizum
0,Pagado,2024,Qtr 1,marzo,5,CT0140,PG02106,1070 €,Efectivo
0,Pagado,2024,Qtr 1,marzo,5,CT0149,PG02214,2320 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0002,PG00034,620 €,Efectivo
0,Pagado,2024,Qtr 2,abril,5,CT0004,PG00067,1410 €,Efectivo
0,Pagado,2024,Qtr 2,abril,5,CT0008,PG00130,1450 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0011,PG00183,690 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0020,PG00318,720 €,Transferencia
0,Pagado,2024,Qtr 2,abril,5,CT0025,PG00405,1860 €,Transferencia
0,Pagado,2024,Qtr 2,abril,5,CT0031,PG00474,470 €,Transferencia
0,Pagado,2024,Qtr 2,abril,5,CT0036,PG00548,1200 €,Recibo
0,Pagado,2024,Qtr 2,abril,5,CT0038,PG00562,920 €,Recibo
0,Pagado,2024,Qtr 2,abril,5,CT0041,PG00595,2670 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0042,PG00625,2710 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0043,PG00634,1090 €,Efectivo
0,Pagado,2024,Qtr 2,abril,5,CT0046,PG00682,480 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0050,PG00769,750 €,Transferencia
0,Pagado,2024,Qtr 2,abril,5,CT0053,PG00846,960 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0057,PG00887,1500 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0058,PG00904,1410 €,Transferencia
0,Pagado,2024,Qtr 2,abril,5,CT0061,PG00941,1440 €,Transferencia
0,Pagado,2024,Qtr 2,abril,5,CT0069,PG01050,1490 €,Efectivo
0,Pagado,2024,Qtr 2,abril,5,CT0070,PG01091,650 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0090,PG01353,1230 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0091,PG01378,950 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0092,PG01406,980 €,Transferencia
0,Pagado,2024,Qtr 2,abril,5,CT0100,PG01511,2990 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0107,PG01609,340 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0108,PG01639,1420 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0110,PG01675,2220 €,Transferencia
0,Pagado,2024,Qtr 2,abril,5,CT0111,PG01694,1020 €,Efectivo
0,Pagado,2024,Qtr 2,abril,5,CT0118,PG01771,670 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0122,PG01801,2670 €,Efectivo
0,Pagado,2024,Qtr 2,abril,5,CT0123,PG01808,480 €,Efectivo
0,Pagado,2024,Qtr 2,abril,5,CT0125,PG01846,1750 €,Efectivo
99,Pagado,2024,Qtr 2,abril,5,CT0127,PG01889,1610 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0128,PG01925,1470 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0130,PG01958,730 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0131,PG01995,470 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0132,PG02009,2090 €,Bizum
0,Pagado,2024,Qtr 2,abril,5,CT0140,PG02107,1070 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0149,PG02215,2320 €,Domiciliación
0,Pagado,2024,Qtr 2,abril,5,CT0150,PG02225,1680 €,Efectivo
0,Pagado,2024,Qtr 2,mayo,5,0105,PG01589,890 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT 0049,PG00757,2090 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0002,PG00035,620 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0004,PG00068,1410 €,Domiciliación
0,Pagado,2024,Qtr 2,mayo,5,CT0008,PG00131,1450 €,Efectivo
0,Pagado,2024,Qtr 2,mayo,5,CT-0011,PG00184,690 €,Efectivo
0,Pagado,2024,Qtr 2,mayo,5,CT0020,PG00319,720 €,Domiciliación
0,Pagado,2024,Qtr 2,mayo,5,CT0031,PG00475,470 €,Efectivo
0,Pagado,2024,Qtr 2,mayo,5,CT0032,PG00495,1790 €,Efectivo
0,Pagado,2024,Qtr 2,mayo,5,CT0036,PG00549,1200 €,Domiciliación
0,Pagado,2024,Qtr 2,mayo,5,CT0038,PG00563,920 €,Domiciliación
0,Pagado,2024,Qtr 2,mayo,5,CT0041,PG00596,2670 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0042,PG00626,2710 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0044,PG00652,1460 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0046,PG00683,480 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0050,PG00770,750 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0051,PG00792,520 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0053,PG00847,960 €,Domiciliación
0,Pagado,2024,Qtr 2,mayo,5,CT0057,PG00888,1500 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0058,PG00905,1410 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0063,PG00986,720 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0068,PG01032,1470 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,ct-0069,PG01051,1490 €,Domiciliación
0,Pagado,2024,Qtr 2,mayo,5,CT0070,PG01092,650 €,Efectivo
0,Pagado,2024,Qtr 2,mayo,5,CT0079,PG01186,460 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0084,PG01275,1950 €,Recibo
0,Pagado,2024,Qtr 2,mayo,5,CT0086,PG01299,490 €,Domiciliación
0,Pagado,2024,Qtr 2,mayo,5,CT0090,PG01354,1230 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0091,PG01379,950 €,Efectivo
0,Pagado,2024,Qtr 2,mayo,5,CT0100,PG01512,2990 €,Efectivo
99,Pagado,2024,Qtr 2,mayo,5,CT0108,PG01640,1420 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0110,PG01676,2220 €,Efectivo
0,Pagado,2024,Qtr 2,mayo,5,CT0111,PG01695,1020 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0118,PG01772,670 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0122,PG01802,2670 €,Efectivo
0,Pagado,2024,Qtr 2,mayo,5,CT0123,PG01809,480 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0125,PG01847,1750 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0127,PG01890,1610 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0128,PG01926,1470 €,Efectivo
0,Pagado,2024,Qtr 2,mayo,5,CT0130,PG01959,730 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0131,PG01996,470 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0132,PG02010,2090 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0134,PG02027,590 €,Domiciliación
0,Pagado,2024,Qtr 2,mayo,5,CT0140,PG02108,1070 €,Bizum
0,Pagado,2024,Qtr 2,mayo,5,CT0142,PG02136,2240 €,Recibo
0,Pagado,2024,Qtr 2,mayo,5,CT0149,PG02216,2320 €,Transferencia
0,Pagado,2024,Qtr 2,mayo,5,CT0150,PG02226,1680 €,Transferencia
0,Pagado,2024,Qtr 2,junio,5,CT0002,PG00036,620 €,Efectivo
0,Pagado,2024,Qtr 2,junio,5,CT0004,PG00069,1410 €,Domiciliación
0,Pagado,2024,Qtr 2,junio,5,CT0007,PG00103,1080 €,Efectivo
0,Pagado,2024,Qtr 2,junio,5,CT0008,PG00132,1450 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0011,PG00185,690 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0020,PG00320,720 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0031,PG00476,470 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT-0032,PG00496,1790 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0038,PG00564,920 €,Efectivo
0,Pagado,2024,Qtr 2,junio,5,CT0041,PG00597,2670 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0042,PG00627,2710 €,Domiciliación
0,Pagado,2024,Qtr 2,junio,5,CT0043,PG00636,1090 €,Bizum
99,Pagado,2024,Qtr 2,junio,5,CT0044,PG00653,1460 €,Domiciliación
0,Pagado,2024,Qtr 2,junio,5,CT0046,PG00684,480 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0050,PG00771,750 €,Recibo
0,Pagado,2024,Qtr 2,junio,5,CT0051,PG00793,520 €,Domiciliación
0,Pagado,2024,Qtr 2,junio,5,CT0057,PG00889,1500 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,ct-0061,PG00943,1440 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0063,PG00987,720 €,Domiciliación
0,Pagado,2024,Qtr 2,junio,5,CT0068,PG01033,1470 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0069,PG01052,1490 €,Recibo
0,Pagado,2024,Qtr 2,junio,5,CT0079,PG01187,460 €,Domiciliación
0,Pagado,2024,Qtr 2,junio,5,CT0084,PG01276,1950 €,Domiciliación
99,Pagado,2024,Qtr 2,junio,5,CT0086,PG01300,490 €,Transferencia
0,Pagado,2024,Qtr 2,junio,5,CT0090,PG01355,1230 €,Efectivo
0,Pagado,2024,Qtr 2,junio,5,CT0091,PG01380,950 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0092,PG01408,980 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0100,PG01513,2990 €,Domiciliación
0,Pagado,2024,Qtr 2,junio,5,CT0108,PG01641,1420 €,Domiciliación
0,Pagado,2024,Qtr 2,junio,5,CT0110,PG01677,2220 €,Transferencia
0,Pagado,2024,Qtr 2,junio,5,CT0118,PG01773,670 €,Domiciliación
0,Pagado,2024,Qtr 2,junio,5,CT0123,PG01810,480 €,Transferencia
0,Pagado,2024,Qtr 2,junio,5,CT0125,PG01848,1750 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0127,PG01891,1610 €,Domiciliación
0,Pagado,2024,Qtr 2,junio,5,CT0128,PG01927,1470 €,Efectivo
0,Pagado,2024,Qtr 2,junio,5,CT0131,PG01997,470 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0132,PG02011,2090 €,Efectivo
0,Pagado,2024,Qtr 2,junio,5,CT0134,PG02028,590 €,Transferencia
0,Pagado,2024,Qtr 2,junio,5,CT0140,PG02109,1070 €,Efectivo
0,Pagado,2024,Qtr 2,junio,5,CT0142,PG02137,2240 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0149,PG02217,2320 €,Bizum
0,Pagado,2024,Qtr 2,junio,5,CT0150,PG02227,1680 €,Transferencia
0,Pagado,2024,Qtr 3,julio,5,CT0004,PG00070,1410 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0006,PG00091,970 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0007,PG00104,1080 €,Domiciliación
0,Pagado,2024,Qtr 3,julio,5,CT0008,PG00133,1450 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0011,PG00186,690 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT-0012,PG00209,800 €,Bizum
0,Pagado,2024,Qtr 3,julio,5,CT0031,PG00477,470 €,Transferencia
0,Pagado,2024,Qtr 3,julio,5,CT0032,PG00497,1790 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0038,PG00565,920 €,Domiciliación
0,Pagado,2024,Qtr 3,julio,5,CT0041,PG00598,2670 €,Transferencia
0,Pagado,2024,Qtr 3,julio,5,CT0043,PG00637,1090 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0046,PG00685,480 €,Bizum
0,Pagado,2024,Qtr 3,julio,5,CT0050,PG00772,750 €,Domiciliación
0,Pagado,2024,Qtr 3,julio,5,CT0051,PG00794,520 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0061,PG00944,1440 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0063,PG00988,720 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0068,PG01034,1470 €,Bizum
0,Pagado,2024,Qtr 3,julio,5,CT0069,PG01053,1490 €,Bizum
0,Pagado,2024,Qtr 3,julio,5,CT0070,PG01094,650 €,Domiciliación
0,Pagado,2024,Qtr 3,julio,5,CT0079,PG01188,460 €,Bizum
0,Pagado,2024,Qtr 3,julio,5,CT0086,PG01301,490 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0100,PG01514,2990 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0105,PG01591,890 €,Domiciliación
0,Pagado,2024,Qtr 3,julio,5,CT0108,PG01642,1420 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0110,PG01678,2220 €,Bizum
0,Pagado,2024,Qtr 3,julio,5,CT0111,PG01697,1020 €,Bizum
0,Pagado,2024,Qtr 3,julio,5,CT0112,PG01699,1600 €,Transferencia
0,Pagado,2024,Qtr 3,julio,5,CT0117,PG01752,2080 €,Transferencia
0,Pagado,2024,Qtr 3,julio,5,CT0118,PG01774,670 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0123,PG01811,480 €,Transferencia
0,Pagado,2024,Qtr 3,julio,5,CT0128,PG01928,1470 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0131,PG01998,470 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0132,PG02012,2090 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0134,PG02029,590 €,Transferencia
0,Pagado,2024,Qtr 3,julio,5,CT0140,PG02110,1070 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0142,PG02138,2240 €,Efectivo
0,Pagado,2024,Qtr 3,julio,5,CT0150,PG02228,1680 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0002,PG00038,620 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0004,PG00071,1410 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0006,PG00092,970 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0007,PG00105,1080 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0011,PG00187,690 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0012,PG00210,800 €,Domiciliación
0,Pagado,2024,Qtr 3,agosto,5,CT0019,PG00299,2710 €,Bizum
0,Pagado,2024,Qtr 3,agosto,5,CT0020,PG00322,720 €,Bizum
0,Pagado,2024,Qtr 3,agosto,5,CT0027,PG00419,780 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0031,PG00478,470 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0032,PG00498,1790 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0038,PG00566,920 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0041,PG00599,2670 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0043,PG00638,1090 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0044,PG00655,1460 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0046,PG00686,480 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0051,PG00795,520 €,Bizum
0,Pagado,2024,Qtr 3,agosto,5,CT0057,PG00891,1500 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0061,PG00945,1440 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0063,PG00989,720 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0068,PG01035,1470 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0079,PG01189,460 €,Bizum
0,Pagado,2024,Qtr 3,agosto,5,CT0081,PG01218,1290 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0090,PG01357,1230 €,Domiciliación
0,Pagado,2024,Qtr 3,agosto,5,CT0091,PG01382,950 €,Domiciliación
0,Pagado,2024,Qtr 3,agosto,5,CT0092,PG01410,980 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0107,PG01613,340 €,Bizum
0,Pagado,2024,Qtr 3,agosto,5,CT0109,PG01646,2070 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0110,PG01679,2220 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0111,PG01698,1020 €,Bizum
0,Pagado,2024,Qtr 3,agosto,5,CT0112,PG01700,1600 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0117,PG01753,2080 €,Domiciliación
0,Pagado,2024,Qtr 3,agosto,5,CT0118,PG01775,670 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0122,PG01805,2670 €,Bizum
0,Pagado,2024,Qtr 3,agosto,5,CT0123,PG01812,480 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0124,PG01817,580 €,Bizum
0,Pagado,2024,Qtr 3,agosto,5,CT0127,PG01893,1610 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0128,PG01929,1470 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0130,PG01962,730 €,Efectivo
0,Pagado,2024,Qtr 3,agosto,5,CT0131,PG01999,470 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0132,PG02013,2090 €,Domiciliación
0,Pagado,2024,Qtr 3,agosto,5,CT0133,PG02015,1420 €,Domiciliación
0,Pagado,2024,Qtr 3,agosto,5,CT0134,PG02030,590 €,Bizum
0,Pagado,2024,Qtr 3,agosto,5,CT0142,PG02139,2240 €,Bizum
0,Pagado,2024,Qtr 3,agosto,5,CT0149,PG02219,2320 €,Transferencia
0,Pagado,2024,Qtr 3,agosto,5,CT0150,PG02229,1680 €,Domiciliación
0,Pagado,2024,Qtr 3,septiembre,5,0057,PG00892,1500 €,Transferencia
0,Pagado,2024,Qtr 3,septiembre,5,CT0002,PG00039,620 €,Bizum
0,Pagado,2024,Qtr 3,septiembre,5,CT0004,PG00072,1410 €,Bizum
0,Pagado,2024,Qtr 3,septiembre,5,CT0006,PG00093,970 €,Efectivo
0,Pagado,2024,Qtr 3,septiembre,5,CT0007,PG00106,1080 €,Bizum
0,Pagado,2024,Qtr 3,septiembre,5,CT0008,PG00135,1450 €,Efectivo
0,Pagado,2024,Qtr 3,septiembre,5,CT0011,PG00188,690 €,Bizum
0,Pagado,2024,Qtr 3,septiembre,5,CT0012,PG00211,800 €,Bizum
0,Pagado,2024,Qtr 3,septiembre,5,CT0014,PG00239,2560 €,Transferencia
0,Pagado,2024,Qtr 3,septiembre,5,CT0019,PG00300,2710 €,Domiciliación
0,Pagado,2024,Qtr 3,septiembre,5,CT0020,PG00323,720 €,Bizum
0,Pagado,2024,Qtr 3,septiembre,5,CT0027,PG00420,780 €,Efectivo
0,Pagado,2024,Qtr 3,septiembre,5,CT0031,PG00479,470 €,Domiciliación
0,Pagado,2024,Qtr 3,septiembre,5,CT0032,PG00499,1790 €,Recibo
0,Pagado,2024,Qtr 3,septiembre,5,CT0038,PG00567,920 €,Domiciliación
0,Pagado,2024,Qtr 3,septiembre,5,CT0041,PG00600,2670 €,Transferencia
0,Pagado,2024,Qtr 3,septiembre,5,CT0043,PG00639,1090 €,Efectivo
0,Pagado,2024,Qtr 3,septiembre,5,CT0044,PG00656,1460 €,Domiciliación
0,Pagado,2024,Qtr 3,septiembre,5,CT0050,PG00774,750 €,Efectivo
0,Pagado,2024,Qtr 3,septiembre,5,CT0061,PG00946,1440 €,Transferencia
0,Pagado,2024,Qtr 3,septiembre,5,CT0063,PG00990,720 €,Efectivo
