codigo,magnitud,tipoMagnitud,lugar,profundidadKm,tsunami,red,alerta,sentidos,estado,fechaHora,fuentes,estaciones,ubicacion
ak600000876,1.3,mww,"Granada, Spain",99.7,False,uu,,4944,automatic,2026-07-20T01:58:00Z,"[""us"", ""hv"", ""ak""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 210, ""magnitudLocal"": 1.2}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 140, ""magnitudLocal"": 0.9}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 199, ""magnitudLocal"": 1.7}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 61, ""magnitudLocal"": 1.5}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 258, ""magnitudLocal"": 1.0}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 288, ""magnitudLocal"": 1.5}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 183, ""magnitudLocal"": 1.1}, {""codigo"": ""II.KIV"", ""distanciaKm"": 137, ""magnitudLocal"": 1.4}]","{""type"": ""Point"", ""coordinates"": [-151.77871, 29.801198]}"
ak600000877,7.9,mw,"Tokyo, Japan",240.9,False,us,,3475,automatic,2026-06-10T03:22:00Z,"[""hv"", ""nc"", ""ak""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 21, ""magnitudLocal"": 8.3}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 74, ""magnitudLocal"": 7.9}, {""codigo"": ""II.KIV"", ""distanciaKm"": 217, ""magnitudLocal"": 7.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 231, ""magnitudLocal"": 7.7}, {""codigo"": ""II.KIV"", ""distanciaKm"": 76, ""magnitudLocal"": 8.2}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 248, ""magnitudLocal"": 7.8}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 90, ""magnitudLocal"": 8.2}]","{""type"": ""Point"", ""coordinates"": [4.019041, 51.0365]}"
ak600000878,4.0,mb,"Mexico City, Mexico",111.9,False,ci,yellow,1864,automatic,2026-11-05T16:07:00Z,"[""uu""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 47, ""magnitudLocal"": 4.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 128, ""magnitudLocal"": 3.5}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 177, ""magnitudLocal"": 4.4}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 257, ""magnitudLocal"": 4.4}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 176, ""magnitudLocal"": 3.5}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 281, ""magnitudLocal"": 3.6}]","{""type"": ""Point"", ""coordinates"": [-102.487305, 50.696032]}"
ak600000879,7.1,mw,"Wellington, New Zealand",371.8,False,ci,orange,3822,automatic,2026-08-13T16:45:00Z,"[""nc"", ""ak"", ""pr""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 51, ""magnitudLocal"": 7.3}, {""codigo"": ""GE.STU"", ""distanciaKm"": 34, ""magnitudLocal"": 6.7}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 210, ""magnitudLocal"": 6.9}, {""codigo"": ""II.PFO"", ""distanciaKm"": 79, ""magnitudLocal"": 7.2}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 59, ""magnitudLocal"": 6.8}, {""codigo"": ""GE.STU"", ""distanciaKm"": 246, ""magnitudLocal"": 7.0}]","{""type"": ""Point"", ""coordinates"": [78.600795, -37.295173]}"
ak600000880,0.7,mw,"Tokyo, Japan",199.7,False,ci,green,1750,automatic,2026-05-28T21:50:00Z,"[""ak"", ""ci"", ""us""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 132, ""magnitudLocal"": 0.6}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 120, ""magnitudLocal"": 1.1}, {""codigo"": ""II.KIV"", ""distanciaKm"": 24, ""magnitudLocal"": 0.9}, {""codigo"": ""GE.STU"", ""distanciaKm"": 252, ""magnitudLocal"": 0.7}, {""codigo"": ""II.KIV"", ""distanciaKm"": 169, ""magnitudLocal"": 0.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 63, ""magnitudLocal"": 1.1}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 69, ""magnitudLocal"": 0.6}]","{""type"": ""Point"", ""coordinates"": [66.711003, -74.991379]}"
ak600000881,0.9,mww,"Mexico City, Mexico",352.4,False,uu,,3965,automatic,2026-04-25T03:04:00Z,"[""hv""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 208, ""magnitudLocal"": 1.0}, {""codigo"": ""II.KIV"", ""distanciaKm"": 169, ""magnitudLocal"": 0.8}]","{""type"": ""Point"", ""coordinates"": [-130.712758, 2.492059]}"
ak600000882,4.1,mww,"Granada, Spain",0.8,False,us,,2536,reviewed,2026-02-28T23:08:00Z,"[""us""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 33, ""magnitudLocal"": 3.9}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 31, ""magnitudLocal"": 3.6}, {""codigo"": ""GE.STU"", ""distanciaKm"": 8, ""magnitudLocal"": 3.7}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 271, ""magnitudLocal"": 3.8}]","{""type"": ""Point"", ""coordinates"": [34.000321, 0.539806]}"
ak600000883,4.1,ml,"Aleutian Islands, Alaska",277.7,False,us,,3473,automatic,2026-07-18T05:03:00Z,"[""ak""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 144, ""magnitudLocal"": 4.0}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 183, ""magnitudLocal"": 3.9}]","{""type"": ""Point"", ""coordinates"": [139.919695, 59.418811]}"
ak600000884,5.8,mb,"Aleutian Islands, Alaska",312.5,False,ak,green,807,automatic,2026-08-17T08:04:00Z,"[""pr"", ""nc"", ""us""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 130, ""magnitudLocal"": 5.6}, {""codigo"": ""II.PFO"", ""distanciaKm"": 56, ""magnitudLocal"": 5.8}]","{""type"": ""Point"", ""coordinates"": [-49.801662, -47.511737]}"
ak600000885,0.8,mw,"Aleutian Islands, Alaska",385.2,False,ak,,2105,automatic,2026-10-09T14:41:00Z,"[""ci""]","[{""codigo"": ""II.KIV"", ""distanciaKm"": 215, ""magnitudLocal"": 0.5}, {""codigo"": ""II.PFO"", ""distanciaKm"": 126, ""magnitudLocal"": 0.8}, {""codigo"": ""II.KIV"", ""distanciaKm"": 250, ""magnitudLocal"": 1.3}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 11, ""magnitudLocal"": 0.8}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 253, ""magnitudLocal"": 0.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 28, ""magnitudLocal"": 0.3}]","{""type"": ""Point"", ""coordinates"": [148.796905, -7.784638]}"
ak600000886,4.0,mwr,"Tokyo, Japan",188.4,False,nc,,2169,reviewed,2026-08-22T11:36:00Z,"[""hv"", ""uu""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 115, ""magnitudLocal"": 4.0}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 46, ""magnitudLocal"": 4.3}]","{""type"": ""Point"", ""coordinates"": [-28.686336, -4.93003]}"
ak600000887,5.4,mww,"Mexico City, Mexico",240.9,False,uu,,3609,automatic,2026-05-16T11:42:00Z,"[""hv""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 260, ""magnitudLocal"": 5.0}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 233, ""magnitudLocal"": 5.6}, {""codigo"": ""II.KIV"", ""distanciaKm"": 261, ""magnitudLocal"": 5.4}, {""codigo"": ""GE.STU"", ""distanciaKm"": 222, ""magnitudLocal"": 5.1}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 210, ""magnitudLocal"": 5.0}]","{""type"": ""Point"", ""coordinates"": [-49.15569, -52.654819]}"
ak600000888,1.3,mb,"Tokyo, Japan",381.2,False,hv,,1520,reviewed,2026-07-28T14:52:00Z,"[""us"", ""ak"", ""nc""]","[{""codigo"": ""II.PFO"", ""distanciaKm"": 89, ""magnitudLocal"": 1.5}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 152, ""magnitudLocal"": 1.5}, {""codigo"": ""II.KIV"", ""distanciaKm"": 159, ""magnitudLocal"": 1.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 200, ""magnitudLocal"": 1.0}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 109, ""magnitudLocal"": 1.5}, {""codigo"": ""II.PFO"", ""distanciaKm"": 156, ""magnitudLocal"": 1.8}, {""codigo"": ""II.KIV"", ""distanciaKm"": 41, ""magnitudLocal"": 1.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 54, ""magnitudLocal"": 1.5}]","{""type"": ""Point"", ""coordinates"": [-37.158433, 5.735567]}"
ak600000889,3.9,mb,"Mexico City, Mexico",621.0,False,pr,,1859,automatic,2026-07-02T05:28:00Z,"[""nc"", ""us""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 198, ""magnitudLocal"": 3.9}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 266, ""magnitudLocal"": 4.3}, {""codigo"": ""II.PFO"", ""distanciaKm"": 115, ""magnitudLocal"": 3.8}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 6, ""magnitudLocal"": 3.4}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 254, ""magnitudLocal"": 4.1}]","{""type"": ""Point"", ""coordinates"": [88.85519, -63.905966]}"
ak600000890,8.1,mb,"Jakarta, Indonesia",691.5,False,ci,,1016,automatic,2026-05-03T02:11:00Z,"[""ak""]","[{""codigo"": ""II.PFO"", ""distanciaKm"": 201, ""magnitudLocal"": 7.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 148, ""magnitudLocal"": 7.7}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 30, ""magnitudLocal"": 8.0}, {""codigo"": ""GE.STU"", ""distanciaKm"": 53, ""magnitudLocal"": 7.7}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 92, ""magnitudLocal"": 7.7}]","{""type"": ""Point"", ""coordinates"": [13.130481, -9.656995]}"
ak600000891,5.2,mb,"Tokyo, Japan",692.2,False,ci,,1017,automatic,2026-12-16T20:37:00Z,"[""nc"", ""ci""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 274, ""magnitudLocal"": 5.3}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 300, ""magnitudLocal"": 5.2}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 234, ""magnitudLocal"": 5.3}, {""codigo"": ""II.PFO"", ""distanciaKm"": 166, ""magnitudLocal"": 4.9}]","{""type"": ""Point"", ""coordinates"": [104.589877, 87.812056]}"
ak600000892,3.3,ml,"Mexico City, Mexico",516.5,False,us,,771,automatic,2026-03-16T06:40:00Z,"[""ci"", ""hv"", ""pr""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 44, ""magnitudLocal"": 3.3}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 213, ""magnitudLocal"": 3.7}]","{""type"": ""Point"", ""coordinates"": [-18.492719, -57.958475]}"
ak600000893,7.4,mwr,"Granada, Spain",290.2,False,ci,,4345,automatic,2026-10-26T22:22:00Z,"[""ak"", ""uu"", ""us""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 292, ""magnitudLocal"": 7.4}, {""codigo"": ""II.KIV"", ""distanciaKm"": 298, ""magnitudLocal"": 7.7}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 274, ""magnitudLocal"": 7.8}]","{""type"": ""Point"", ""coordinates"": [51.480699, -87.665751]}"
ak600000894,1.1,mb,"Tokyo, Japan",693.8,False,ci,,4316,reviewed,2026-05-06T01:23:00Z,"[""nc"", ""ak""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 118, ""magnitudLocal"": 1.4}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 220, ""magnitudLocal"": 1.5}]","{""type"": ""Point"", ""coordinates"": [91.552671, -81.826382]}"
ak600000895,6.0,mw,"Tokyo, Japan",584.4,False,uu,,4916,automatic,2026-09-18T03:31:00Z,"[""nc"", ""ak""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 195, ""magnitudLocal"": 6.0}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 262, ""magnitudLocal"": 5.7}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 125, ""magnitudLocal"": 6.2}, {""codigo"": ""II.KIV"", ""distanciaKm"": 83, ""magnitudLocal"": 6.0}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 116, ""magnitudLocal"": 6.1}, {""codigo"": ""GE.STU"", ""distanciaKm"": 79, ""magnitudLocal"": 6.4}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 59, ""magnitudLocal"": 5.9}]","{""type"": ""Point"", ""coordinates"": [46.566104, 61.747692]}"
ak600000896,7.7,mww,"Santiago, Chile",582.0,False,nc,green,4900,reviewed,2026-05-11T17:03:00Z,"[""hv"", ""ak""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 101, ""magnitudLocal"": 7.6}, {""codigo"": ""II.PFO"", ""distanciaKm"": 67, ""magnitudLocal"": 7.9}]","{""type"": ""Point"", ""coordinates"": [116.933258, 40.19902]}"
ak600000897,4.9,mwr,"Aleutian Islands, Alaska",222.9,False,pr,,881,reviewed,2026-02-08T09:22:00Z,"[""pr"", ""us""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 9, ""magnitudLocal"": 5.3}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 209, ""magnitudLocal"": 4.9}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 28, ""magnitudLocal"": 5.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 161, ""magnitudLocal"": 4.8}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 74, ""magnitudLocal"": 5.0}, {""codigo"": ""II.PFO"", ""distanciaKm"": 292, ""magnitudLocal"": 5.4}]","{""type"": ""Point"", ""coordinates"": [-61.696065, 80.227449]}"
ak600000898,7.9,mb,"Jakarta, Indonesia",293.0,False,ak,,1476,reviewed,2026-05-31T03:31:00Z,"[""pr""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 103, ""magnitudLocal"": 8.3}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 19, ""magnitudLocal"": 7.9}, {""codigo"": ""GE.STU"", ""distanciaKm"": 66, ""magnitudLocal"": 7.9}]","{""type"": ""Point"", ""coordinates"": [-118.205693, -59.267519]}"
ak600000899,7.3,mb,"Athens, Greece",189.3,False,ak,,4922,reviewed,2026-06-17T03:23:00Z,"[""ci"", ""hv""]","[{""codigo"": ""II.PFO"", ""distanciaKm"": 215, ""magnitudLocal"": 7.5}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 99, ""magnitudLocal"": 7.5}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 165, ""magnitudLocal"": 7.1}, {""codigo"": ""II.PFO"", ""distanciaKm"": 53, ""magnitudLocal"": 7.7}, {""codigo"": ""II.KIV"", ""distanciaKm"": 163, ""magnitudLocal"": 7.1}, {""codigo"": ""GE.STU"", ""distanciaKm"": 156, ""magnitudLocal"": 7.6}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 84, ""magnitudLocal"": 7.5}, {""codigo"": ""II.PFO"", ""distanciaKm"": 85, ""magnitudLocal"": 7.5}]","{""type"": ""Point"", ""coordinates"": [72.558624, 78.836383]}"
ak600000900,1.4,mb,"Jakarta, Indonesia",515.1,False,uu,,2660,automatic,2026-09-02T22:22:00Z,"[""pr"", ""nc"", ""ak""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 9, ""magnitudLocal"": 1.5}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 57, ""magnitudLocal"": 1.2}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 103, ""magnitudLocal"": 1.5}, {""codigo"": ""II.KIV"", ""distanciaKm"": 103, ""magnitudLocal"": 1.4}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 164, ""magnitudLocal"": 1.7}]","{""type"": ""Point"", ""coordinates"": [3.085514, 58.437335]}"
ak600000901,3.6,mww,"Tokyo, Japan",53.4,False,nc,,2048,automatic,2026-01-20T18:40:00Z,"[""pr""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 167, ""magnitudLocal"": 3.5}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 97, ""magnitudLocal"": 3.8}, {""codigo"": ""GE.STU"", ""distanciaKm"": 23, ""magnitudLocal"": 3.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 128, ""magnitudLocal"": 3.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 226, ""magnitudLocal"": 3.7}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 93, ""magnitudLocal"": 3.9}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 124, ""magnitudLocal"": 3.3}]","{""type"": ""Point"", ""coordinates"": [116.179249, 50.838399]}"
ak600000902,2.0,mb,"Jakarta, Indonesia",473.8,False,pr,,4238,automatic,2026-08-11T11:45:00Z,"[""hv""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 81, ""magnitudLocal"": 1.8}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 222, ""magnitudLocal"": 2.2}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 143, ""magnitudLocal"": 1.9}]","{""type"": ""Point"", ""coordinates"": [-104.872698, -23.233137]}"
ak600000903,8.0,mwr,"Athens, Greece",516.3,False,nc,yellow,2228,reviewed,2026-07-05T05:59:00Z,"[""uu"", ""ak"", ""us""]","[{""codigo"": ""II.PFO"", ""distanciaKm"": 264, ""magnitudLocal"": 7.9}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 152, ""magnitudLocal"": 7.7}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 292, ""magnitudLocal"": 7.7}, {""codigo"": ""GE.STU"", ""distanciaKm"": 288, ""magnitudLocal"": 7.8}, {""codigo"": ""II.PFO"", ""distanciaKm"": 235, ""magnitudLocal"": 7.8}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 16, ""magnitudLocal"": 8.1}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 88, ""magnitudLocal"": 8.5}]","{""type"": ""Point"", ""coordinates"": [24.95456, 55.200348]}"
ak600000904,5.3,ml,"Wellington, New Zealand",672.1,False,pr,,182,reviewed,2026-03-11T23:55:00Z,"[""ak"", ""uu"", ""hv""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 212, ""magnitudLocal"": 5.1}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 239, ""magnitudLocal"": 4.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 7, ""magnitudLocal"": 4.8}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 145, ""magnitudLocal"": 4.9}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 113, ""magnitudLocal"": 5.7}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 210, ""magnitudLocal"": 5.5}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 225, ""magnitudLocal"": 5.2}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 238, ""magnitudLocal"": 4.8}]","{""type"": ""Point"", ""coordinates"": [43.641173, 73.473301]}"
ak600000905,1.1,mw,"Granada, Spain",674.4,False,pr,,2774,automatic,2026-11-23T05:54:00Z,"[""pr"", ""nc"", ""ci""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 205, ""magnitudLocal"": 1.1}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 219, ""magnitudLocal"": 1.0}]","{""type"": ""Point"", ""coordinates"": [159.725804, 33.520496]}"
ak600000906,3.6,mw,"Athens, Greece",463.6,False,uu,green,136,reviewed,2026-05-12T13:59:00Z,"[""ci"", ""pr""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 111, ""magnitudLocal"": 4.1}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 227, ""magnitudLocal"": 3.7}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 14, ""magnitudLocal"": 4.0}]","{""type"": ""Point"", ""coordinates"": [27.581093, 80.710502]}"
ak600000907,4.4,mb,"Athens, Greece",217.7,False,ak,,1971,reviewed,2026-07-12T10:51:00Z,"[""ci"", ""uu"", ""us""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 41, ""magnitudLocal"": 4.4}, {""codigo"": ""GE.STU"", ""distanciaKm"": 174, ""magnitudLocal"": 4.7}, {""codigo"": ""II.KIV"", ""distanciaKm"": 158, ""magnitudLocal"": 4.9}]","{""type"": ""Point"", ""coordinates"": [92.005161, 67.417989]}"
ak600000908,2.9,mww,"Athens, Greece",694.9,False,ak,,5000,automatic,2026-07-01T14:01:00Z,"[""uu""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 298, ""magnitudLocal"": 2.6}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 291, ""magnitudLocal"": 3.3}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 105, ""magnitudLocal"": 2.7}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 118, ""magnitudLocal"": 2.4}, {""codigo"": ""II.KIV"", ""distanciaKm"": 16, ""magnitudLocal"": 3.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 229, ""magnitudLocal"": 2.9}]","{""type"": ""Point"", ""coordinates"": [-74.179485, 75.718922]}"
ak600000909,7.4,mw,"Santiago, Chile",103.3,False,pr,,4875,reviewed,2026-12-01T17:15:00Z,"[""nc"", ""uu""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 248, ""magnitudLocal"": 6.9}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 203, ""magnitudLocal"": 7.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 31, ""magnitudLocal"": 7.8}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 115, ""magnitudLocal"": 7.2}]","{""type"": ""Point"", ""coordinates"": [-44.092813, 42.974916]}"
ak600000910,2.5,ml,"Wellington, New Zealand",73.6,False,hv,orange,2293,reviewed,2026-05-23T20:25:00Z,"[""ci"", ""uu""]","[{""codigo"": ""IU.COLA"", ""distanciaKm"": 230, ""magnitudLocal"": 2.7}, {""codigo"": ""II.KIV"", ""distanciaKm"": 249, ""magnitudLocal"": 2.7}, {""codigo"": ""II.PFO"", ""distanciaKm"": 234, ""magnitudLocal"": 2.9}]","{""type"": ""Point"", ""coordinates"": [-117.69864, -15.574241]}"
ak600000911,1.6,mb,"Wellington, New Zealand",171.6,False,ci,,3815,reviewed,2026-01-30T22:58:00Z,"[""ci"", ""hv"", ""ak""]","[{""codigo"": ""HV.HILO"", ""distanciaKm"": 258, ""magnitudLocal"": 1.4}, {""codigo"": ""HV.HILO"", ""distanciaKm"": 196, ""magnitudLocal"": 1.7}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 127, ""magnitudLocal"": 2.0}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 75, ""magnitudLocal"": 1.7}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 233, ""magnitudLocal"": 1.8}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 19, ""magnitudLocal"": 2.1}]","{""type"": ""Point"", ""coordinates"": [-84.550167, -62.946423]}"
ak600000912,8.2,ml,"Jakarta, Indonesia",336.1,False,pr,,274,reviewed,2026-11-21T03:35:00Z,"[""ci"", ""hv""]","[{""codigo"": ""IU.CTAO"", ""distanciaKm"": 157, ""magnitudLocal"": 7.8}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 246, ""magnitudLocal"": 8.5}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 35, ""magnitudLocal"": 8.3}, {""codigo"": ""II.PFO"", ""distanciaKm"": 21, ""magnitudLocal"": 8.3}]","{""type"": ""Point"", ""coordinates"": [81.350108, -62.997276]}"
ak600000913,6.5,mw,"Mexico City, Mexico",505.7,False,ak,,644,reviewed,2026-08-31T20:53:00Z,"[""ak"", ""uu""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 192, ""magnitudLocal"": 6.2}, {""codigo"": ""GE.STU"", ""distanciaKm"": 107, ""magnitudLocal"": 6.9}, {""codigo"": ""GE.STU"", ""distanciaKm"": 215, ""magnitudLocal"": 6.4}, {""codigo"": ""II.PFO"", ""distanciaKm"": 11, ""magnitudLocal"": 6.9}, {""codigo"": ""II.PFO"", ""distanciaKm"": 138, ""magnitudLocal"": 6.5}, {""codigo"": ""II.KIV"", ""distanciaKm"": 40, ""magnitudLocal"": 6.1}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 162, ""magnitudLocal"": 6.6}]","{""type"": ""Point"", ""coordinates"": [17.142685, 32.912511]}"
ak600000914,3.0,mwr,"Mexico City, Mexico",150.6,False,ci,,3140,automatic,2026-07-21T11:21:00Z,"[""nc"", ""ak"", ""hv""]","[{""codigo"": ""AK.ADAG"", ""distanciaKm"": 44, ""magnitudLocal"": 2.8}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 245, ""magnitudLocal"": 2.9}, {""codigo"": ""II.KIV"", ""distanciaKm"": 266, ""magnitudLocal"": 3.1}, {""codigo"": ""AK.ADAG"", ""distanciaKm"": 266, ""magnitudLocal"": 3.0}, {""codigo"": ""II.PFO"", ""distanciaKm"": 148, ""magnitudLocal"": 3.2}]","{""type"": ""Point"", ""coordinates"": [76.325326, -23.605181]}"
ak600000915,3.2,mww,"Santiago, Chile",420.3,False,nc,,4382,reviewed,2026-02-19T08:52:00Z,"[""us""]","[{""codigo"": ""GE.STU"", ""distanciaKm"": 124, ""magnitudLocal"": 3.4}, {""codigo"": ""II.PFO"", ""distanciaKm"": 97, ""magnitudLocal"": 3.3}, {""codigo"": ""GE.STU"", ""distanciaKm"": 259, ""magnitudLocal"": 3.1}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 13, ""magnitudLocal"": 3.0}]","{""type"": ""Point"", ""coordinates"": [-155.849279, -80.136873]}"
ak600000916,1.0,ml,"Santiago, Chile",613.0,False,hv,,4961,reviewed,2026-08-13T12:24:00Z,"[""ak"", ""uu""]","[{""codigo"": ""IU.ANMO"", ""distanciaKm"": 235, ""magnitudLocal"": 1.4}, {""codigo"": ""IU.CTAO"", ""distanciaKm"": 287, ""magnitudLocal"": 1.1}, {""codigo"": ""II.KIV"", ""distanciaKm"": 134, ""magnitudLocal"": 1.0}, {""codigo"": ""IU.COLA"", ""distanciaKm"": 90, ""magnitudLocal"": 0.8}, {""codigo"": ""IU.ANMO"", ""distanciaKm"": 159, ""magnitudLocal"": 1.3}]","{""type"": ""Point"", ""coordinates"": [154.808293, 44.334811]}"
